Level of Education,Province,Fields of Study,Type of AI,PE1,PE2,PE3,PE4,PE5,PE6,PE7,PE8,PE9,PE10,PE11,PE12,PE13,PE14,PE15,PE16,PE17,PE18,PE19,PE20,CU1,CU2,CU3,CU4,ATU1,ATU2,ATU3,ATU4,ATU5,AUP1,AUP2,AUP3,AUP4,AUP5,MIUA1,MIUA2,MIUA3,MIUA4,MIUA5,Respondent,Gender,University,Gender_Label,University_Label,Education_Label,Province_Label,Field_Label,AI_Label,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score,PE_Score_Scaled,CU_Score_Scaled,ATU_Score_Scaled,AUP_Score_Scaled,MIUA_Score_Scaled
2.0,4.0,4.7729468599033815,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,109,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.45,3.0,3.2,2.8,3.0,0.7301841636520924,0.8729400311032701,0.5623277355543507,0.2477025865232947,0.4034595834239327
2.0,8.0,4.7729468599033815,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,110,2,1,Female,Public,Undergraduate (S1),Jambi (Jambi),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,2.0,3.8,2.8,3.8,-0.19249705284437352,-0.7348845571344876,1.5947961515130706,0.2477025865232947,1.7131703283988862
2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,111,1,1,Male,Public,Undergraduate (S1),Sumatera Barat (Padang),"Engineering (Geological, Civil, IT, Electrical, Computer, Mining, Sports Science)",Bing,2.15,1.75,2.8,1.8,2.4,-1.6687869992387194,-1.136840704193927,-0.12598454175146376,-1.6100668124014217,-0.5788234753072827
2.0,4.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,112,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,2.75,2.8,2.4,2.0,-0.19249705284437352,0.4709838840438306,-0.12598454175146376,-0.4954051730465919,-1.2336788477947593
2.0,4.0,4.7729468599033815,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,113,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.5,2.6,2.0,2.4,-0.10022893119472726,0.06902773698439121,-0.4701406804043702,-1.2385129326164783,-0.5788234753072827
2.0,4.0,4.7729468599033815,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,114,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.7,2.0,2.8,2.2,1.6,-0.6538376610926065,-0.7348845571344876,-0.12598454175146376,-0.8669590528315347,-1.8885342202822362
2.0,8.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,115,2,1,Female,Public,Undergraduate (S1),Jambi (Jambi),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,1.75,2.8,2.6,2.2,-0.10022893119472726,-1.136840704193927,-0.12598454175146376,-0.12385129326164818,-0.9062511615510207
2.0,5.0,4.7729468599033815,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,116,2,1,Female,Public,Undergraduate (S1),Bengkulu (Bengkulu),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.0,2.75,2.6,3.0,3.0,-0.10022893119472726,0.4709838840438306,-0.4701406804043702,0.6192564663082384,0.4034595834239327
2.0,4.0,4.7729468599033815,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,117,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.75,2.0,2.4,2.4,2.2,-0.5615695394429602,-0.7348845571344876,-0.8142968190572774,-0.4954051730465919,-0.9062511615510207
2.0,16.0,4.7729468599033815,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,118,2,2,Female,Private,Undergraduate (S1),Banten (Serang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.4,2.75,3.0,2.6,3.0,0.6379160420024453,0.4709838840438306,0.21817159690144344,-0.12385129326164818,0.4034595834239327
2.0,4.0,4.7729468599033815,12.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,119,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.9,2.5,3.0,2.4,2.6,1.5605972584989112,0.06902773698439121,0.21817159690144344,-0.4954051730465919,-0.251395789063544
2.0,4.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,120,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.0,2.5,3.0,3.2,2.8,-0.10022893119472726,0.06902773698439121,0.21817159690144344,0.9908103460931821,0.07603189718019399
2.0,11.0,4.7729468599033815,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,121,1,1,Male,Public,Undergraduate (S1),West Kalimantan (Pontianak),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.8,2.25,2.2,2.6,2.8,-0.46930141779331397,-0.33292841007504825,-1.1584529577101839,-0.12385129326164818,0.07603189718019399
2.0,11.0,4.7729468599033815,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,122,2,1,Female,Public,Undergraduate (S1),West Kalimantan (Pontianak),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.0,2.5,3.0,2.6,2.8,-0.10022893119472726,0.06902773698439121,0.21817159690144344,-0.12385129326164818,0.07603189718019399
2.0,4.0,4.7729468599033815,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,123,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.1,1.5,3.0,2.4,3.0,0.0843073121045661,-1.5387968512533665,0.21817159690144344,-0.4954051730465919,0.4034595834239327
2.0,4.0,4.7729468599033815,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,124,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.15,1.5,2.2,2.0,2.0,-1.6687869992387194,-1.5387968512533665,-1.1584529577101839,-1.2385129326164783,-1.2336788477947593
2.0,4.0,4.7729468599033815,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,125,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.25,2.6,3.0,2.6,-0.00796080954508099,-0.33292841007504825,-0.4701406804043702,0.6192564663082384,-0.251395789063544
2.0,4.0,4.7729468599033815,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,126,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,4.0,2.5,3.4,2.6,3.2,1.7451335017982046,0.06902773698439121,0.9064838742072571,-0.12385129326164818,0.7308872696676714
2.0,4.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,127,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.95,2.5,2.8,2.6,2.6,-0.19249705284437352,0.06902773698439121,-0.12598454175146376,-0.12385129326164818,-0.251395789063544
2.0,4.0,4.7729468599033815,11.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,128,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.4,2.5,2.0,2.6,1.6,-1.2074463909904865,0.06902773698439121,-1.502609096363091,-0.12385129326164818,-1.8885342202822362
2.0,4.0,4.7729468599033815,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,129,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.35,1.5,2.8,2.6,2.6,0.5456479203527991,-1.5387968512533665,-0.12598454175146376,-0.12385129326164818,-0.251395789063544
2.0,4.0,4.7729468599033815,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,130,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,4.0,1.25,2.6,2.2,2.2,1.7451335017982046,-1.940752998312806,-0.4701406804043702,-0.8669590528315347,-0.9062511615510207
2.0,4.0,4.7729468599033815,11.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,131,2,1,Female,Public,Undergraduate (S1),Sumatera Barat (Padang),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.25,3.0,2.6,3.0,2.8,0.3611116770535057,0.8729400311032701,-0.4701406804043702,0.6192564663082384,0.07603189718019399
2.0,2.0,4.7729468599033815,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,132,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.6,2.25,1.4,1.0,1.6,-0.8383739043918998,-0.33292841007504825,-2.535077512321812,-3.0962823315411954,-1.8885342202822362
2.0,2.0,4.7729468599033815,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,133,1,1,Male,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,3.7,3.25,2.6,3.0,3.8,1.1915247719003255,1.2748961781627095,-0.4701406804043702,0.6192564663082384,1.7131703283988862
2.0,2.0,4.7729468599033815,6.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,134,1,1,Male,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Tome.app,2.9,1.75,3.0,2.8,2.0,-0.2847651744940206,-1.136840704193927,0.21817159690144344,0.2477025865232947,-1.2336788477947593
2.0,2.0,4.7729468599033815,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,135,1,1,Male,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,3.5,1.6,3.2,3.0,-0.3770332961436669,1.676852325222149,-2.1909213736689046,0.9908103460931821,0.4034595834239327
2.0,2.0,4.7729468599033815,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,136,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.5,2.25,2.6,2.4,2.6,-1.0229101476911933,-0.33292841007504825,-0.4701406804043702,-0.4954051730465919,-0.251395789063544
2.0,2.0,4.7729468599033815,11.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,137,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,2.55,2.25,2.6,2.4,2.6,-0.9306420260415469,-0.33292841007504825,-0.4701406804043702,-0.4954051730465919,-0.251395789063544
2.0,2.0,4.7729468599033815,11.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,138,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.35,2.25,2.8,2.6,2.4,0.5456479203527991,-0.33292841007504825,-0.12598454175146376,-0.12385129326164818,-0.5788234753072827
2.0,2.0,4.7729468599033815,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,139,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.25,2.75,1.6,2.0,1.6,-1.4842507559394262,0.4709838840438306,-2.1909213736689046,-1.2385129326164783,-1.8885342202822362
2.0,2.0,4.7729468599033815,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,140,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.75,1.0,2.6,1.8,3.2,-0.5615695394429602,-2.3427091453722455,-0.4701406804043702,-1.6100668124014217,0.7308872696676714
2.0,2.0,4.7729468599033815,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,141,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.0,3.0,2.2,3.4,-0.00796080954508099,-0.7348845571344876,0.21817159690144344,-0.8669590528315347,1.0583149559114093
2.0,2.0,4.7729468599033815,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,142,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Others,3.35,1.5,2.8,2.2,2.8,0.5456479203527991,-1.5387968512533665,-0.12598454175146376,-0.8669590528315347,0.07603189718019399
2.0,2.0,4.7729468599033815,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,143,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.85,2.75,3.0,2.0,3.0,-0.3770332961436669,0.4709838840438306,0.21817159690144344,-1.2385129326164783,0.4034595834239327
2.0,2.0,4.7729468599033815,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,144,1,1,Male,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.85,2.25,3.2,3.4,3.0,1.468329136849265,-0.33292841007504825,0.5623277355543507,1.362364225878125,0.4034595834239327
2.0,2.0,4.7729468599033815,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,145,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Bing,4.0,3.0,3.8,3.2,3.8,1.7451335017982046,0.8729400311032701,1.5947961515130706,0.9908103460931821,1.7131703283988862
2.0,2.0,4.7729468599033815,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,146,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Perplexity.AI,3.0,2.25,3.0,2.4,3.0,-0.10022893119472726,-0.33292841007504825,0.21817159690144344,-0.4954051730465919,0.4034595834239327
2.0,2.0,4.7729468599033815,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,147,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.95,3.5,3.0,2.8,3.0,1.6528653801485584,1.676852325222149,0.21817159690144344,0.2477025865232947,0.4034595834239327
2.0,2.0,4.7729468599033815,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,148,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Canva - IA,2.95,2.75,3.0,2.2,2.6,-0.19249705284437352,0.4709838840438306,0.21817159690144344,-0.8669590528315347,-0.251395789063544
2.0,2.0,4.7729468599033815,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,149,2,2,Female,Private,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",Bing,4.0,1.75,3.2,3.2,3.4,1.7451335017982046,-1.136840704193927,0.5623277355543507,0.9908103460931821,1.0583149559114093
2.0,2.0,4.7729468599033815,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,150,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,3.05,2.75,3.4,2.8,2.4,-0.00796080954508099,0.4709838840438306,0.9064838742072571,0.2477025865232947,-0.5788234753072827
2.0,2.0,4.7729468599033815,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,151,2,1,Female,Public,Undergraduate (S1),North Sumatera (Medan),"Education (PGSD, PGPAUD, Psychology, Guidance & Counseling)",ChatGPT,2.9,2.0,1.8,2.4,2.0,-0.2847651744940206,-0.7348845571344876,-1.8467652350159978,-0.4954051730465919,-1.2336788477947593
